datum,kraj_nuts_kod,ecmo_kapacita_volna,ecmo_kapacita_celkem,upv_kapacita_volna,upv_kapacita_celkem,crrt_kapacita_volna,crrt_kapacita_celkem,ihd_kapacita_volna,ihd_kapacita_celkem,luzka_aro_jip_kapacita_celkem,luzka_aro_jip_kapacita_volna_covid_pozitivni,luzka_aro_jip_kapacita_volna_covid_negativni,luzka_standard_kyslik_kapacita_celkem,luzka_standard_kyslik_kapacita_volna_covid_pozitivni,luzka_standard_kyslik_kapacita_volna_covid_negativni,ventilatory_prenosne_kapacita_volna,ventilatory_prenosne_kapacita_celkem,ventilatory_operacni_sal_kapacita_volna,ventilatory_operacni_sal_kapacita_celkem,reprofilizovana_kapacita_luzka_aro_jip_kapacita_volna,reprofilizovana_kapacita_luzka_aro_jip_kapacita_celkem,reprofilizovana_kapacita_luzka_aro_jip_kapacita_planovana,reprofilizovana_kapacita_luzka_standard_kyslik_kapacita_volna,reprofilizovana_kapacita_luzka_standard_kyslik_kapacita_celkem,reprofilizovana_kapacita_luzka_standard_kyslik_kapacita_planovana
2020-10-18,CZ032,1,3,83,114,15,17,9,9,179,7,37,1235,63,393,54,55,18,22,,,,,,
2020-10-18,CZ041,1,1,4,35,1,6,3,4,76,4,8,619,26,96,13,13,0,0,,,,,,
2020-10-18,CZ042,1,2,85,145,16,19,19,19,240,16,46,1297,55,487,33,36,70,73,,,,,,
2020-10-18,CZ051,2,2,24,86,12,13,3,5,149,15,22,816,32,224,13,13,12,45,,,,,,
2020-10-18,CZ052,6,7,40,111,8,19,10,27,236,13,57,1451,39,249,34,34,20,26,,,,,,
2020-10-18,CZ053,0,0,17,65,12,14,2,2,127,9,16,683,29,257,5,12,41,48,,,,,,
2020-10-18,CZ063,0,0,54,81,10,11,27,29,165,8,49,1673,60,777,14,16,14,22,,,,,,
2020-10-18,CZ064,8,10,135,230,31,40,9,11,559,43,100,2586,106,910,55,56,45,54,,,,,,
2020-10-18,CZ071,2,2,60,117,12,18,2,2,231,9,39,1607,53,397,32,35,26,62,,,,,,
2020-10-18,CZ072,0,1,18,73,9,12,2,2,172,9,51,1091,254,241,12,12,12,21,,,,,,
2020-10-18,CZ080,9,11,187,300,25,30,31,39,427,29,100,2955,136,740,49,49,87,93,,,,,,
2020-10-19,CZ010,20,32,138,365,39,74,27,37,832,20,119,3051,95,716,67,86,83,125,,,,,,
2020-10-19,CZ020,0,0,24,90,14,23,3,3,277,18,35,2014,87,375,30,31,35,58,,,,,,
2020-10-19,CZ031,1,2,31,72,11,20,12,56,257,26,65,1745,102,501,25,25,19,30,,,,,,
2020-10-19,CZ032,1,3,88,114,16,17,9,9,179,8,35,1235,68,383,54,55,18,22,,,,,,
2020-10-19,CZ041,1,1,4,35,3,6,4,4,76,4,9,619,31,98,13,13,0,0,,,,,,
2020-10-19,CZ042,1,2,82,145,15,19,7,19,240,14,51,1297,48,528,33,36,70,73,,,,,,
2020-10-19,CZ051,2,2,24,86,10,13,3,5,152,9,21,846,52,223,13,13,12,45,,,,,,
2020-10-19,CZ052,6,7,44,111,9,19,10,27,236,10,43,1451,34,226,34,34,20,26,,,,,,
2020-10-19,CZ053,0,0,12,65,11,14,2,2,127,8,20,683,31,254,5,10,41,48,,,,,,
2020-10-19,CZ063,0,0,57,81,10,11,12,29,165,15,46,1673,57,730,14,16,14,22,,,,,,
2020-10-19,CZ064,8,10,139,233,31,40,9,11,562,55,100,2564,205,979,55,56,45,54,,,,,,
2020-10-19,CZ071,2,2,47,117,14,18,1,2,231,7,39,1607,43,450,32,35,26,62,,,,,,
2020-10-19,CZ072,0,1,25,83,10,12,1,2,172,10,45,1091,225,240,12,12,12,21,,,,,,
2020-10-19,CZ080,9,11,192,301,26,30,31,39,427,35,96,2955,123,766,49,49,87,93,,,,,,
2020-10-20,CZ010,20,32,142,365,40,74,28,37,832,33,122,3051,109,776,67,86,83,125,,,,,,
2020-10-20,CZ020,0,0,27,95,14,23,3,3,278,18,36,2014,86,396,30,31,35,58,,,,,,
2020-10-20,CZ031,1,2,33,73,14,20,16,56,257,34,77,1791,116,491,25,25,19,30,,,,,,
2020-10-20,CZ032,1,3,86,114,16,17,8,9,179,6,35,1235,69,402,54,55,18,22,,,,,,
2020-10-20,CZ041,1,1,7,35,2,6,3,4,76,5,3,619,31,100,13,13,0,0,,,,,,
2020-10-20,CZ042,1,2,80,145,15,19,9,19,240,12,42,1297,68,511,33,36,70,73,,,,,,
2020-10-20,CZ051,2,2,26,86,11,13,3,5,152,8,26,846,40,210,13,13,12,45,,,,,,
2020-10-20,CZ052,6,7,51,111,13,19,10,27,236,13,43,1451,37,204,34,34,20,26,,,,,,
2020-10-20,CZ053,0,0,14,66,12,14,2,2,129,6,25,683,36,251,4,9,41,48,,,,,,
2020-10-20,CZ063,0,0,56,81,10,11,13,29,165,16,52,1673,60,710,14,16,14,22,,,,,,
2020-10-20,CZ064,7,10,137,238,33,40,9,11,564,49,94,2564,200,932,55,56,45,54,,,,,,
2020-10-20,CZ071,2,2,53,117,15,18,1,2,231,13,35,1607,54,399,32,35,26,62,,,,,,
2020-10-20,CZ072,0,1,21,83,9,12,1,2,174,10,47,1106,216,266,12,12,12,21,,,,,,
2020-10-20,CZ080,9,11,189,303,25,30,33,39,429,56,97,2963,115,755,49,49,87,93,,,,,,
2020-10-21,CZ010,20,32,136,365,39,74,28,37,827,32,96,3052,124,777,67,86,83,125,,,,,,
2020-10-21,CZ020,0,0,32,98,13,23,3,3,284,16,34,2014,90,384,30,31,35,58,,,,,,
2020-10-21,CZ031,1,2,32,73,12,20,11,56,257,37,65,1791,159,519,25,25,19,30,,,,,,
2020-10-21,CZ032,1,3,86,114,16,17,9,9,179,3,39,1235,62,397,54,55,18,22,,,,,,
2020-10-21,CZ041,0,1,7,35,4,6,2,4,76,5,9,619,30,103,13,13,0,0,,,,,,
2020-10-21,CZ042,0,2,80,145,15,19,7,19,240,16,44,1259,64,513,33,36,70,73,,,,,,
2020-10-21,CZ051,2,2,30,101,10,13,4,5,152,10,28,846,39,194,13,13,12,45,,,,,,
2020-10-21,CZ052,6,7,51,111,13,19,10,27,237,9,43,1451,39,196,34,34,20,26,,,,,,
2020-10-21,CZ053,0,0,15,66,13,14,2,2,129,4,24,931,37,247,4,9,41,48,,,,,,
2020-10-21,CZ063,0,0,53,81,11,11,14,29,165,20,44,1642,75,705,14,16,14,22,,,,,,
2020-10-21,CZ064,7,10,141,238,32,40,10,11,560,48,101,2569,178,964,55,56,45,54,,,,,,
2020-10-21,CZ071,2,2,52,117,14,18,1,2,231,15,36,1607,57,405,32,35,26,62,,,,,,
2020-10-21,CZ072,0,1,24,83,9,12,2,2,174,11,48,1106,239,264,12,12,12,21,,,,,,
2020-10-21,CZ080,9,11,186,305,26,30,33,39,442,59,115,2917,113,759,49,50,87,93,,,,,,
2020-10-22,CZ010,24,32,141,365,41,74,28,37,827,35,100,3052,124,766,67,86,83,125,,,,,,
2020-10-22,CZ020,0,0,36,99,14,23,3,3,284,20,37,2014,88,369,30,31,35,58,,,,,,
2020-10-22,CZ031,1,3,35,73,13,20,11,56,257,35,65,1791,164,507,25,25,19,30,,,,,,
2020-10-22,CZ032,1,3,83,114,17,17,8,9,179,6,32,1240,76,312,54,55,18,22,,,,,,
2020-10-22,CZ041,0,1,6,35,4,6,3,4,76,3,4,619,31,103,13,13,0,0,,,,,,
2020-10-22,CZ042,0,2,79,145,15,19,9,19,240,11,49,1269,77,496,33,36,70,73,,,,,,
2020-10-22,CZ051,2,2,32,101,11,13,4,5,152,12,21,846,43,205,13,13,12,45,,,,,,
2020-10-22,CZ052,7,7,50,111,13,19,10,27,237,10,45,1451,43,198,34,34,20,26,,,,,,
2020-10-22,CZ053,0,0,19,74,12,14,2,2,129,5,25,683,27,192,4,9,41,48,,,,,,
2020-10-22,CZ063,0,0,52,81,11,11,15,29,165,13,39,1637,83,671,14,16,14,22,,,,,,
2020-10-22,CZ064,8,10,138,238,31,40,10,11,560,53,103,2571,150,955,55,56,45,54,,,,,,
2020-10-22,CZ071,2,2,56,117,12,18,1,2,231,11,35,1607,75,393,32,35,26,62,,,,,,
2020-10-22,CZ072,0,1,24,83,9,12,2,2,174,14,47,1106,242,262,12,12,12,21,,,,,,
2020-10-22,CZ080,9,11,192,305,26,30,33,39,444,61,104,2917,144,759,49,50,87,93,,,,,,
2020-10-23,CZ010,25,33,135,365,40,74,27,37,827,39,95,3208,142,870,67,86,83,125,,,,,,
2020-10-23,CZ020,0,0,38,99,14,23,3,3,284,27,41,2042,121,379,30,31,35,58,,,,,,
2020-10-23,CZ031,1,3,33,73,13,20,11,56,257,35,72,1791,171,530,25,25,19,30,,,,,,
2020-10-23,CZ032,2,3,77,114,16,17,8,9,179,7,30,1240,71,333,54,55,18,22,,,,,,
2020-10-23,CZ041,0,1,5,35,3,6,3,4,76,3,7,619,30,110,13,13,0,0,,,,,,
2020-10-23,CZ042,0,2,73,145,12,19,7,19,240,16,63,1269,94,537,33,36,70,73,,,,,,
2020-10-23,CZ051,2,2,23,101,11,13,4,5,152,10,26,820,41,188,13,13,12,45,,,,,,
2020-10-23,CZ052,7,7,53,111,13,19,10,27,237,12,39,1451,39,209,34,34,20,26,,,,,,
2020-10-23,CZ053,0,0,18,74,12,14,2,2,129,5,24,683,30,191,4,9,41,48,,,,,,
2020-10-23,CZ063,0,0,45,81,11,11,12,29,165,12,43,1623,72,674,14,16,14,22,,,,,,
2020-10-23,CZ064,9,11,147,241,29,39,10,11,563,56,115,2569,149,1011,55,56,45,54,,,,,,
2020-10-23,CZ071,2,2,54,117,12,18,1,2,231,13,28,1602,71,366,32,35,26,62,,,,,,
2020-10-23,CZ072,0,1,23,83,8,12,2,2,186,10,42,1106,239,242,12,12,12,21,,,,,,
2020-10-23,CZ080,9,11,191,303,26,30,33,39,439,57,102,2923,180,773,49,50,87,93,,,,,,
2020-10-24,CZ010,24,33,131,365,35,74,23,34,828,30,110,3257,78,979,67,86,83,125,,,,,,
2020-10-24,CZ020,0,0,40,102,13,23,3,3,287,23,43,2017,88,349,30,31,35,58,,,,,,
2020-10-24,CZ031,1,3,35,73,14,20,17,56,257,38,67,1791,166,541,25,25,19,30,,,,,,
2020-10-24,CZ032,3,3,85,114,15,17,9,9,179,6,33,1240,81,345,54,55,18,22,,,,,,
2020-10-24,CZ041,0,1,6,35,3,6,2,4,76,5,7,619,32,104,13,13,0,0,,,,,,
2020-10-24,CZ042,0,2,81,145,12,19,8,19,240,16,60,1269,82,521,33,36,70,73,,,,,,
2020-10-24,CZ051,2,2,21,101,11,13,4,5,152,8,25,832,48,180,13,13,12,45,,,,,,
2020-10-24,CZ052,7,7,47,111,13,19,11,27,237,13,42,1451,42,211,34,34,20,26,,,,,,
2020-10-24,CZ053,0,0,18,74,12,14,2,2,129,5,28,683,40,182,4,9,41,48,,,,,,
2020-10-24,CZ063,0,0,47,81,10,11,14,29,165,13,54,1623,73,714,14,16,14,22,,,,,,
2020-10-24,CZ064,9,11,142,239,28,39,10,11,564,56,118,2570,167,1053,55,56,45,54,,,,,,
2020-10-24,CZ071,2,2,56,137,13,18,1,3,251,15,51,1413,43,384,32,35,26,62,,,,,,
2020-10-24,CZ072,0,1,29,83,8,12,2,2,186,10,51,1106,232,255,12,12,12,21,,,,,,
2020-10-24,CZ080,9,11,189,303,27,30,33,39,439,51,103,2923,154,799,49,50,87,93,,,,,,
2020-10-25,CZ010,25,33,145,365,37,74,24,34,828,41,135,3257,160,989,67,86,83,125,,,,,,
2020-10-25,CZ020,0,0,40,104,14,23,3,3,287,17,42,2016,87,388,30,31,35,58,,,,,,
2020-10-25,CZ031,1,3,35,73,13,20,23,56,257,36,67,1791,158,545,25,25,19,30,,,,,,
2020-10-25,CZ032,3,3,85,114,15,17,9,9,179,5,39,1240,71,321,54,55,18,22,,,,,,
2020-10-25,CZ041,0,1,6,35,2,6,3,4,76,5,4,619,29,111,13,13,0,0,,,,,,
2020-10-25,CZ042,1,2,82,144,13,19,19,19,240,16,52,1269,78,515,33,36,70,73,,,,,,
2020-10-25,CZ051,2,2,19,101,11,13,4,5,150,12,23,832,42,178,13,13,12,45,,,,,,
2020-10-25,CZ052,7,7,49,111,11,19,11,27,237,16,41,1451,34,209,34,34,20,26,,,,,,
2020-10-25,CZ053,0,0,17,74,13,14,2,2,129,4,24,683,38,183,4,9,41,48,,,,,,
2020-10-25,CZ063,0,0,46,81,10,11,24,29,165,11,59,1623,78,688,14,16,14,22,,,,,,
2020-10-25,CZ064,10,11,140,238,30,39,10,11,564,52,109,2572,112,1062,55,56,45,54,,,,,,
2020-10-25,CZ071,2,2,57,137,14,18,1,3,231,10,56,1413,42,388,32,35,26,62,,,,,,
2020-10-25,CZ072,1,1,25,83,10,13,2,2,186,8,45,1106,213,252,12,12,12,21,,,,,,
2020-10-25,CZ080,9,11,185,303,27,30,33,39,439,51,96,2923,137,764,49,50,87,93,,,,,,
2020-10-26,CZ010,24,33,144,365,41,74,24,34,828,35,133,3257,179,945,67,86,83,125,,,,,,
2020-10-26,CZ020,0,0,43,113,15,23,3,3,286,24,46,1994,92,312,30,31,35,58,,,,,,
2020-10-26,CZ031,1,3,34,73,14,20,12,56,257,36,68,1791,132,541,25,25,19,30,,,,,,
2020-10-26,CZ032,3,3,85,114,16,17,8,9,179,9,36,1240,63,293,54,55,18,22,,,,,,
2020-10-26,CZ041,0,1,5,35,2,6,3,4,76,2,5,619,25,104,13,13,0,0,,,,,,
2020-10-26,CZ042,1,2,69,144,13,19,17,19,240,17,56,1269,73,518,33,36,70,73,,,,,,
2020-10-26,CZ051,2,2,17,101,12,13,4,5,150,12,21,832,41,169,13,13,12,45,,,,,,
2020-10-26,CZ052,6,7,44,111,11,19,10,27,237,7,39,1451,21,240,34,34,20,26,,,,,,
2020-10-26,CZ053,0,0,22,73,14,14,2,2,132,6,25,688,40,183,4,9,41,48,,,,,,
2020-10-26,CZ063,0,0,55,81,10,11,13,29,165,13,54,1623,68,634,14,16,14,22,,,,,,
2020-10-26,CZ064,10,11,142,246,30,40,10,11,569,69,118,2580,171,986,55,56,45,54,,,,,,
2020-10-26,CZ071,2,2,49,137,14,19,1,3,231,30,33,1307,50,413,32,35,26,62,,,,,,
2020-10-26,CZ072,1,1,22,83,10,13,2,2,184,9,42,1106,197,234,12,12,12,21,,,,,,
2020-10-26,CZ080,9,11,183,303,26,30,33,39,439,54,102,2923,149,745,49,50,87,93,,,,,,
2020-10-27,CZ010,26,33,141,365,42,74,24,34,828,41,118,3257,204,963,67,86,83,125,,,,,,
2020-10-27,CZ020,0,0,50,113,13,23,1,3,286,26,52,2006,94,359,30,31,35,58,,,,,,
2020-10-27,CZ031,1,3,34,73,13,20,16,56,257,36,61,1791,155,518,25,25,19,30,,,,,,
2020-10-27,CZ032,3,3,88,114,16,17,7,9,182,9,39,1242,55,317,54,55,18,22,,,,,,
2020-10-27,CZ041,0,1,7,37,3,6,2,4,76,3,8,619,29,101,13,13,0,0,,,,,,
2020-10-27,CZ042,1,2,63,144,13,19,9,19,240,14,59,1262,84,504,33,36,70,73,,,,,,
2020-10-27,CZ051,2,2,23,101,12,13,4,5,150,8,29,832,24,173,13,13,12,45,,,,,,
2020-10-27,CZ052,7,7,45,111,10,19,10,27,237,15,37,1451,32,232,34,37,20,26,,,,,,
2020-10-27,CZ053,0,0,21,73,14,14,2,2,135,5,28,688,48,186,4,9,41,48,,,,,,
2020-10-27,CZ063,0,0,54,81,10,11,14,29,165,20,45,1622,139,620,14,16,14,22,,,,,,
2020-10-27,CZ064,10,11,140,247,30,40,10,11,585,72,109,2549,183,933,55,56,45,54,,,,,,
2020-10-27,CZ071,2,2,46,137,12,19,1,3,230,22,37,1317,81,410,32,35,26,62,,,,,,
2020-10-27,CZ072,1,1,20,85,11,13,2,2,184,8,47,1106,216,261,12,12,12,21,,,,,,
2020-10-27,CZ080,9,11,178,303,25,30,32,39,439,45,92,2923,143,730,49,50,87,93,,,,,,
2020-10-28,CZ010,24,33,137,365,41,74,24,34,828,30,101,3257,236,920,67,86,83,125,,,,,,
2020-10-28,CZ020,0,0,48,113,13,23,3,3,286,21,46,2006,91,354,30,31,35,58,,,,,,
2020-10-28,CZ031,3,3,35,75,14,20,11,56,261,38,59,1791,170,514,25,25,19,30,,,,,,
2020-10-28,CZ032,3,3,88,114,16,17,8,9,182,10,37,1242,74,278,54,55,18,22,,,,,,
2020-10-28,CZ041,0,1,7,37,5,6,4,4,76,1,8,619,29,104,13,13,0,0,,,,,,
2020-10-28,CZ042,3,3,70,145,14,19,7,19,240,25,45,1262,77,513,33,36,70,73,,,,,,
2020-10-28,CZ051,2,2,20,101,12,13,4,5,150,10,26,832,36,183,13,13,12,45,,,,,,
2020-10-28,CZ052,7,7,50,111,10,19,10,27,237,12,43,1451,60,206,34,37,20,26,,,,,,
2020-10-28,CZ053,0,0,20,73,14,14,2,2,135,6,25,688,45,186,4,9,41,48,,,,,,
2020-10-28,CZ063,0,0,45,81,10,11,14,29,165,26,47,1622,151,595,14,16,14,22,,,,,,
2020-10-28,CZ064,10,11,137,248,30,40,10,11,586,74,139,2563,203,959,55,56,45,54,,,,,,
2020-10-28,CZ071,2,2,52,148,13,19,3,3,230,17,41,1317,75,361,32,35,26,62,,,,,,
2020-10-28,CZ072,0,1,19,95,11,13,2,2,184,8,30,1055,56,325,12,12,12,21,,,,,,
2020-10-28,CZ080,10,11,178,303,25,30,32,39,462,54,109,2923,165,691,49,50,87,93,,,,,,
2020-10-29,CZ010,23,33,141,365,43,74,24,34,889,55,128,3604,188,1025,67,86,83,125,0,0,349,0,0,929
2020-10-29,CZ020,0,0,44,113,14,23,3,3,288,30,44,2007,100,375,30,31,35,58,0,0,123,0,0,510
2020-10-29,CZ031,3,3,36,75,13,20,11,56,260,36,59,1790,177,491,25,25,19,30,0,0,84,0,0,371
2020-10-29,CZ032,3,3,88,114,16,17,8,9,187,4,38,1242,73,254,54,55,18,22,0,0,67,0,0,348
2020-10-29,CZ041,0,1,8,37,4,6,2,4,76,3,8,619,38,88,13,13,0,0,0,0,31,0,0,141
2020-10-29,CZ042,3,3,73,145,15,19,9,19,240,29,49,1262,92,505,33,36,70,73,0,0,112,0,0,496
2020-10-29,CZ051,2,2,24,101,13,13,4,5,150,9,29,859,50,229,13,13,12,45,0,0,72,0,0,239
2020-10-29,CZ052,7,7,41,111,14,20,10,27,238,9,44,1451,74,187,34,37,20,26,0,0,92,0,0,379
2020-10-29,CZ053,0,0,15,73,14,14,2,2,135,6,23,688,43,178,4,9,41,48,0,0,56,0,0,269
2020-10-29,CZ063,0,0,49,81,10,11,16,29,165,20,49,1622,124,576,14,16,14,22,0,0,63,0,0,299
2020-10-29,CZ064,9,11,139,251,31,40,10,11,582,67,118,2545,225,915,55,57,45,54,0,0,223,0,0,756
2020-10-29,CZ071,2,2,51,153,12,19,2,3,235,19,36,1317,93,391,32,35,25,61,0,0,105,0,0,413
2020-10-29,CZ072,0,1,16,93,10,13,2,2,184,10,30,714,67,79,12,12,12,21,0,0,72,0,0,277
2020-10-29,CZ080,10,11,176,303,25,30,33,39,462,59,114,2923,172,671,49,50,87,93,0,0,178,0,0,681
2020-10-30,CZ010,25,33,141,365,38,74,24,34,889,52,127,3604,212,971,67,86,83,125,17,35,349,83,217,929
2020-10-30,CZ020,0,0,33,112,13,23,3,3,271,28,33,1982,132,392,30,31,35,58,16,40,123,93,163,510
2020-10-30,CZ031,3,3,30,77,14,20,11,56,254,27,60,1644,139,471,25,25,17,31,9,18,84,71,114,371
2020-10-30,CZ032,3,3,77,114,17,17,7,9,184,3,35,1242,61,319,54,55,18,22,4,4,67,0,0,348
2020-10-30,CZ041,0,1,9,35,5,6,4,4,76,6,10,619,43,94,13,13,0,0,2,2,31,10,10,141
2020-10-30,CZ042,3,3,65,148,16,19,7,19,240,25,48,1256,105,527,33,36,70,73,6,30,112,51,148,496
2020-10-30,CZ051,2,2,20,101,13,13,4,5,148,2,34,867,48,228,13,13,12,45,0,0,72,0,0,239
2020-10-30,CZ052,7,7,44,111,15,20,10,27,238,15,41,1451,80,203,34,37,20,26,0,20,92,0,59,379
2020-10-30,CZ053,0,0,14,73,14,14,2,2,133,5,24,651,44,180,4,9,41,48,4,14,56,0,0,269
2020-10-30,CZ063,0,0,50,81,11,11,14,29,169,23,48,1622,127,581,14,16,14,22,0,0,63,0,0,299
2020-10-30,CZ064,10,12,131,253,30,40,11,11,584,62,142,2256,237,912,55,57,45,54,12,43,223,36,222,756
2020-10-30,CZ071,2,2,58,159,12,19,2,3,235,18,37,1317,77,393,32,35,25,61,3,5,105,38,132,413
2020-10-30,CZ072,0,1,19,92,10,13,2,2,170,11,34,618,88,67,12,12,12,21,4,14,72,0,0,277
2020-10-30,CZ080,10,11,190,303,24,30,33,39,450,56,100,2991,193,798,49,50,87,93,28,83,178,194,592,681
2020-10-31,CZ010,23,33,145,365,39,74,25,34,889,50,131,3595,211,969,67,86,83,125,19,35,349,87,217,929
2020-10-31,CZ020,0,0,35,112,12,23,3,3,271,24,36,1982,132,411,30,31,35,58,20,43,123,92,150,510
2020-10-31,CZ031,3,3,29,77,15,20,23,56,254,26,59,1644,152,479,25,25,17,31,12,21,84,81,114,371
2020-10-31,CZ032,3,3,76,114,17,17,8,9,184,2,33,1242,64,318,54,55,18,22,4,4,67,0,0,348
2020-10-31,CZ041,0,1,8,37,4,6,3,4,77,4,9,619,43,107,13,13,0,0,2,2,31,10,10,141
2020-10-31,CZ042,2,2,66,148,14,19,9,19,240,21,48,1256,112,517,33,36,70,73,7,30,112,60,161,496
2020-10-31,CZ051,2,2,30,109,13,13,4,5,148,10,31,869,51,215,13,13,12,45,0,0,72,0,0,239
2020-10-31,CZ052,7,7,50,117,15,20,10,27,238,20,47,1451,77,201,34,37,20,26,7,20,92,18,59,379
2020-10-31,CZ053,0,0,20,77,14,14,2,2,125,7,31,543,19,126,4,9,41,48,6,15,56,28,107,269
2020-10-31,CZ063,0,0,43,81,11,11,14,29,169,16,51,1622,163,608,14,16,14,22,0,0,63,0,0,299
2020-10-31,CZ064,6,13,127,254,29,40,11,11,585,58,124,2282,259,743,55,57,45,54,22,51,223,38,244,756
2020-10-31,CZ071,1,2,55,159,12,19,2,3,235,23,27,1317,73,386,32,35,25,61,15,69,105,64,293,413
2020-10-31,CZ072,0,1,23,92,8,13,1,2,170,16,27,618,92,64,12,12,12,21,8,14,72,0,0,277
2020-10-31,CZ080,10,11,188,303,24,30,33,39,450,46,104,2991,163,865,49,50,87,93,27,83,178,189,587,681
2020-11-01,CZ010,22,33,140,365,40,74,25,34,889,49,142,3595,214,979,67,86,83,125,19,35,349,86,217,929
2020-11-01,CZ020,0,0,36,112,13,23,3,3,271,22,35,1982,121,422,30,31,35,58,26,43,123,95,150,510
2020-11-01,CZ031,3,3,31,77,14,20,16,56,254,27,57,1644,144,471,25,25,17,31,13,21,84,63,114,371
2020-11-01,CZ032,3,3,77,114,17,17,8,9,184,6,33,1242,60,376,54,55,18,22,4,4,67,0,0,348
2020-11-01,CZ041,0,1,10,37,3,6,4,4,77,4,11,619,40,102,13,13,0,0,2,8,31,10,10,141
2020-11-01,CZ042,2,2,63,148,14,19,19,19,251,16,42,1256,81,510,33,36,70,73,6,30,112,49,182,496
2020-11-01,CZ051,2,2,25,109,13,13,4,5,153,7,23,871,43,203,13,13,12,45,0,0,72,0,0,239
2020-11-01,CZ052,7,7,47,117,15,20,10,27,238,22,50,1451,92,206,34,37,20,26,3,20,92,16,59,379
2020-11-01,CZ053,0,0,17,77,12,14,2,2,125,8,31,543,22,130,4,9,41,48,6,15,56,28,107,269
2020-11-01,CZ063,0,0,44,81,9,11,26,29,169,19,42,1622,118,603,14,16,14,22,0,0,63,0,0,299
2020-11-01,CZ064,6,13,130,254,28,40,9,11,585,62,121,2283,255,756,55,57,45,54,23,49,223,82,216,756
2020-11-01,CZ071,1,2,56,159,12,19,2,3,235,25,28,1317,60,378,32,35,25,61,17,69,105,55,293,413
2020-11-01,CZ072,0,1,14,89,9,13,1,2,170,15,25,618,79,75,12,12,12,21,3,14,72,0,0,277
2020-11-01,CZ080,10,11,192,303,25,30,33,39,454,38,109,2991,139,856,49,50,87,93,26,83,178,175,587,681
2020-11-02,CZ010,22,33,137,365,43,74,24,34,889,47,153,3595,190,882,67,86,83,125,17,33,349,82,219,929
2020-11-02,CZ020,0,0,36,112,14,23,2,3,285,32,29,2122,141,456,30,31,35,58,26,43,123,100,151,510
2020-11-02,CZ031,3,3,35,77,14,20,12,56,254,27,71,1644,136,468,25,25,17,31,11,48,84,58,114,371
2020-11-02,CZ032,3,3,77,114,16,17,7,9,158,6,29,1250,58,307,54,55,18,22,16,38,67,37,108,348
2020-11-02,CZ041,0,1,11,35,3,6,4,6,78,5,9,598,33,97,13,13,0,0,2,8,31,10,10,141
2020-11-02,CZ042,2,2,55,148,12,19,7,19,251,12,50,1256,83,519,33,36,70,73,4,30,112,44,317,496
2020-11-02,CZ051,2,2,21,109,13,13,4,5,153,10,26,879,39,209,13,13,12,45,0,0,72,0,0,239
2020-11-02,CZ052,7,7,45,122,15,20,10,27,239,20,45,1446,89,189,34,37,20,26,2,28,92,14,96,379
2020-11-02,CZ053,0,0,16,77,12,14,2,2,123,7,27,543,32,131,4,9,41,48,2,13,56,28,107,269
2020-11-02,CZ063,0,0,46,81,7,11,13,29,169,17,36,1622,109,557,14,16,14,22,0,0,63,0,0,299
2020-11-02,CZ064,6,13,125,255,28,40,9,11,590,70,125,2286,261,680,55,57,45,54,23,57,223,91,246,756
2020-11-02,CZ071,0,2,60,159,13,19,2,3,235,29,28,1307,66,334,32,35,25,61,19,79,105,59,293,413
2020-11-02,CZ072,0,1,18,90,9,13,1,2,170,16,29,618,77,87,12,12,12,21,0,14,72,0,0,277
2020-11-02,CZ080,10,11,187,303,25,30,34,39,454,39,107,2991,140,846,49,50,87,93,22,83,178,176,580,681
2020-11-03,CZ010,23,33,139,374,42,74,25,34,889,46,146,3585,189,887,67,86,83,125,19,37,349,81,239,929
2020-11-03,CZ020,0,0,34,112,15,23,3,3,284,35,34,2122,145,423,30,31,35,58,24,43,123,95,151,510
2020-11-03,CZ031,3,3,35,78,15,20,16,56,254,23,75,1644,151,484,25,25,17,31,18,49,84,57,114,371
2020-11-03,CZ032,3,3,74,114,17,17,7,9,158,4,37,1250,63,292,54,55,18,22,17,38,67,33,168,348
2020-11-03,CZ041,0,1,13,35,3,6,6,6,78,5,7,598,38,94,13,13,0,0,2,8,31,10,10,141
2020-11-03,CZ042,2,2,60,148,10,19,9,19,251,13,43,1375,102,536,33,36,70,73,6,36,112,49,317,496
2020-11-03,CZ051,2,2,20,109,13,13,5,5,153,6,23,879,55,195,13,13,12,45,0,12,72,5,32,239
2020-11-03,CZ052,7,7,39,122,12,20,10,27,239,15,46,1446,90,160,34,37,20,26,2,28,92,19,100,379
2020-11-03,CZ053,0,0,15,77,12,14,2,2,123,6,22,543,29,126,4,9,41,48,2,23,56,37,195,269
2020-11-03,CZ063,0,0,43,81,8,11,16,29,169,12,34,1649,133,577,14,16,14,22,0,0,63,0,0,299
2020-11-03,CZ064,6,13,122,250,29,40,10,11,591,63,127,2263,267,587,55,57,45,54,26,69,223,82,276,756
2020-11-03,CZ071,0,2,60,189,14,19,2,3,280,33,23,1427,56,347,32,35,25,61,25,87,105,50,231,413
2020-11-03,CZ072,0,1,14,90,8,13,2,2,170,10,30,626,70,81,12,12,12,21,3,14,72,0,0,277
2020-11-03,CZ080,9,11,178,303,26,30,34,39,454,39,90,2981,140,773,49,50,87,93,22,83,178,162,590,681
2020-11-04,CZ010,22,33,136,374,43,74,24,34,889,47,140,3585,184,882,67,86,83,125,18,37,349,76,239,929
