datum,kraj_nuts_kod,ecmo_kapacita_volna,ecmo_kapacita_celkem,upv_kapacita_volna,upv_kapacita_celkem,crrt_kapacita_volna,crrt_kapacita_celkem,ihd_kapacita_volna,ihd_kapacita_celkem,luzka_aro_jip_kapacita_celkem,luzka_aro_jip_kapacita_volna_covid_pozitivni,luzka_aro_jip_kapacita_volna_covid_negativni,luzka_standard_kyslik_kapacita_celkem,luzka_standard_kyslik_kapacita_volna_covid_pozitivni,luzka_standard_kyslik_kapacita_volna_covid_negativni,ventilatory_prenosne_kapacita_volna,ventilatory_prenosne_kapacita_celkem,ventilatory_operacni_sal_kapacita_volna,ventilatory_operacni_sal_kapacita_celkem,reprofilizovana_kapacita_luzka_aro_jip_kapacita_volna,reprofilizovana_kapacita_luzka_aro_jip_kapacita_celkem,reprofilizovana_kapacita_luzka_aro_jip_kapacita_planovana,reprofilizovana_kapacita_luzka_standard_kyslik_kapacita_volna,reprofilizovana_kapacita_luzka_standard_kyslik_kapacita_celkem,reprofilizovana_kapacita_luzka_standard_kyslik_kapacita_planovana
2020-12-19,CZ010,18,33,130,390,34,74,24,32,836,28,90,3212,105,744,92,132,94,135,18,101,349,209,414,929
2020-12-19,CZ020,0,0,45,121,17,22,2,3,260,28,34,2110,109,400,34,34,55,56,28,55,123,114,250,510
2020-12-19,CZ031,3,3,48,69,15,20,11,44,250,45,51,1743,171,506,29,29,36,59,23,23,84,70,102,371
2020-12-19,CZ032,3,4,84,115,15,17,8,9,154,1,38,1313,0,521,54,55,69,75,17,35,67,90,307,348
2020-12-19,CZ041,0,1,13,35,4,6,5,6,78,7,13,598,26,62,16,16,13,13,2,8,31,10,20,141
2020-12-19,CZ042,2,2,65,164,14,20,9,19,256,24,19,1368,94,446,50,50,101,97,12,43,112,86,199,496
2020-12-19,CZ051,0,2,32,107,10,13,4,30,119,10,20,793,13,162,14,14,43,46,6,34,72,51,183,239
2020-12-19,CZ052,6,7,46,123,13,20,10,20,231,13,48,1344,31,196,35,48,58,58,12,31,92,52,224,379
2020-12-19,CZ053,0,0,40,78,14,14,1,2,129,8,29,512,46,173,9,10,39,41,14,31,56,87,172,269
2020-12-19,CZ063,0,0,53,83,11,11,12,29,154,18,36,1524,124,492,16,16,18,18,23,23,63,65,73,299
2020-12-19,CZ064,8,13,150,256,27,39,9,11,557,51,96,2268,173,740,54,55,72,78,33,90,223,106,289,756
2020-12-19,CZ071,0,2,65,168,15,19,2,3,227,14,28,1381,63,450,32,34,33,36,11,41,105,48,169,413
2020-12-19,CZ072,1,2,53,94,10,13,0,2,158,13,36,689,54,146,30,30,50,57,14,44,72,24,184,277
2020-12-19,CZ080,7,12,178,301,26,30,30,39,415,45,71,2727,130,824,54,55,96,97,44,112,178,212,796,681
2020-12-20,CZ010,18,33,122,390,35,74,24,32,836,26,103,3212,88,724,91,132,94,135,17,101,349,194,437,929
2020-12-20,CZ020,0,0,44,121,17,22,2,3,260,27,31,2110,140,385,34,34,55,56,28,55,123,111,250,510
2020-12-20,CZ031,3,3,47,69,15,20,11,44,250,48,46,1743,165,495,29,29,36,59,23,23,84,70,102,371
2020-12-20,CZ032,3,4,81,115,15,17,9,9,154,1,39,1313,0,485,54,55,72,75,16,36,67,92,307,348
2020-12-20,CZ041,0,1,13,35,5,6,5,6,78,7,14,598,26,64,16,16,13,13,2,8,31,10,20,141
2020-12-20,CZ042,2,2,65,164,14,20,19,19,256,27,25,1368,103,448,50,50,100,97,11,42,112,87,199,496
2020-12-20,CZ051,0,2,31,107,10,13,4,30,119,9,17,793,18,164,14,14,43,46,10,34,72,59,183,239
2020-12-20,CZ052,6,7,46,123,13,20,10,20,231,13,47,1344,31,193,35,48,58,58,12,31,92,55,224,379
2020-12-20,CZ053,0,0,42,76,14,14,2,2,129,11,25,512,52,169,10,10,39,41,15,31,56,89,172,269
2020-12-20,CZ063,0,0,55,83,11,11,27,29,154,19,44,1524,131,486,16,16,18,18,23,23,63,65,73,299
2020-12-20,CZ064,8,13,151,256,29,39,9,11,557,51,91,2268,162,765,54,55,72,78,32,90,223,102,289,756
2020-12-20,CZ071,0,2,61,168,14,19,2,3,227,17,28,1381,59,445,32,34,33,36,8,41,105,48,169,413
2020-12-20,CZ072,1,2,48,94,10,13,0,2,158,17,36,689,54,132,30,30,50,57,13,44,72,25,184,277
2020-12-20,CZ080,7,12,187,301,25,30,30,39,415,44,85,2727,139,800,54,55,96,97,38,112,178,204,796,681
2020-12-21,CZ010,18,33,114,390,34,74,24,32,836,26,90,3212,80,711,91,132,94,135,16,103,349,185,437,929
2020-12-21,CZ020,0,0,40,121,17,22,2,3,260,24,35,2110,138,386,34,34,55,56,29,55,123,112,250,510
2020-12-21,CZ031,3,3,45,69,13,20,11,44,250,48,59,1743,143,497,29,29,36,59,23,23,84,70,102,371
2020-12-21,CZ032,2,4,82,115,14,17,9,9,154,1,43,1313,0,424,54,55,70,75,16,36,67,87,310,348
2020-12-21,CZ041,0,1,14,35,4,6,5,6,78,7,13,598,30,63,16,16,13,13,2,8,31,10,20,141
2020-12-21,CZ042,2,2,61,164,13,20,7,19,256,28,33,1368,87,461,50,50,98,97,13,42,112,82,199,496
2020-12-21,CZ051,1,2,31,107,10,13,4,30,119,8,24,793,17,162,14,14,43,46,8,34,72,62,183,239
2020-12-21,CZ052,6,7,38,123,13,20,10,20,231,10,35,1344,10,201,35,48,58,58,12,31,92,49,224,379
2020-12-21,CZ053,0,0,40,76,14,14,2,2,129,12,28,512,41,176,10,10,39,41,15,31,56,87,172,269
2020-12-21,CZ063,0,0,46,83,11,11,13,29,154,13,40,1524,124,432,16,16,18,18,21,23,63,58,73,299
2020-12-21,CZ064,8,13,156,256,28,39,10,11,558,64,100,2252,158,754,54,55,72,78,34,90,223,104,286,756
2020-12-21,CZ071,0,2,61,168,14,19,2,3,220,17,33,1367,68,468,33,34,33,36,7,41,105,43,169,413
2020-12-21,CZ072,1,2,47,94,9,13,0,2,158,14,29,689,47,138,29,30,50,57,14,44,72,22,184,277
2020-12-21,CZ080,7,12,191,301,24,30,30,39,415,34,84,2717,142,757,54,55,96,97,43,112,178,237,831,681
2020-12-22,CZ010,19,33,118,390,37,74,23,32,836,25,76,3212,77,699,94,132,100,135,19,103,349,178,437,929
2020-12-22,CZ020,0,0,44,121,17,22,2,3,260,25,35,2085,143,402,34,34,55,56,30,55,123,107,250,510
2020-12-22,CZ031,3,3,45,69,13,20,11,44,250,48,64,1743,149,555,29,29,36,59,23,23,84,70,102,371
2020-12-22,CZ032,2,4,82,115,14,17,9,9,154,1,38,1313,0,458,54,55,70,75,23,36,67,78,310,348
2020-12-22,CZ041,0,1,15,35,3,6,5,6,78,3,13,598,29,67,16,16,13,13,2,8,31,10,20,141
2020-12-22,CZ042,2,2,60,164,14,20,8,19,256,26,29,1368,89,444,50,50,97,97,13,42,112,91,199,496
2020-12-22,CZ051,1,2,32,102,10,13,4,30,119,10,25,783,3,167,14,14,43,46,8,34,72,51,173,239
2020-12-22,CZ052,6,7,40,123,13,20,10,20,231,13,46,1344,10,187,35,48,58,58,9,31,92,43,224,379
2020-12-22,CZ053,0,0,32,76,13,14,2,2,129,10,26,472,40,182,10,10,39,41,17,31,56,84,168,269
2020-12-22,CZ063,0,0,48,83,11,11,16,29,154,13,43,1524,118,508,16,16,18,18,19,23,63,61,73,299
2020-12-22,CZ064,8,13,154,256,28,39,9,11,562,59,130,2209,218,784,54,55,72,78,37,90,223,141,329,756
2020-12-22,CZ071,0,2,73,168,13,19,2,3,220,21,31,1356,72,436,32,34,33,36,9,41,105,48,169,413
2020-12-22,CZ072,1,2,48,94,9,13,0,2,158,12,32,689,53,155,29,30,50,57,14,44,72,30,184,277
2020-12-22,CZ080,9,12,186,301,24,30,30,39,415,36,93,2784,143,838,54,55,96,97,46,108,178,249,831,681
2020-12-23,CZ010,17,33,117,390,40,74,22,32,836,28,74,3212,94,692,92,132,100,135,18,103,349,180,437,929
2020-12-23,CZ020,0,0,41,121,17,22,2,3,260,21,33,2085,142,426,34,34,55,56,31,55,123,123,250,510
2020-12-23,CZ031,3,3,48,69,15,20,11,44,250,44,68,1743,146,593,29,29,36,59,23,23,84,70,102,371
2020-12-23,CZ032,3,4,83,115,14,17,9,9,154,1,40,1298,0,611,54,55,70,75,25,35,67,125,327,348
2020-12-23,CZ041,0,1,11,35,3,6,4,6,78,2,10,598,33,66,16,16,13,13,2,8,31,10,20,141
2020-12-23,CZ042,1,2,60,164,17,20,7,19,256,23,27,1368,90,474,50,50,97,97,16,42,112,71,199,496
2020-12-23,CZ051,1,2,30,102,11,13,5,30,119,5,34,775,15,211,14,14,43,46,11,34,72,73,165,239
2020-12-23,CZ052,6,7,46,123,13,20,10,20,231,11,52,1344,11,190,36,48,58,58,25,31,92,66,243,379
2020-12-23,CZ053,0,0,35,76,13,14,2,2,129,12,32,472,43,183,10,10,39,41,21,31,56,85,168,269
2020-12-23,CZ063,0,0,50,83,11,11,14,29,154,11,43,1524,123,582,16,16,18,18,21,23,63,58,73,299
2020-12-23,CZ064,6,13,156,256,27,39,9,11,562,59,132,2209,244,921,54,55,72,78,34,90,223,156,329,756
2020-12-23,CZ071,0,2,74,168,14,19,2,3,219,17,42,1344,74,492,33,34,33,36,9,41,105,49,169,413
2020-12-23,CZ072,1,2,49,94,9,13,0,2,156,10,29,689,69,218,29,30,50,57,18,44,72,37,173,277
2020-12-23,CZ080,9,12,187,301,24,30,30,39,415,35,89,2784,135,878,54,55,96,97,43,108,178,270,831,681
2020-12-24,CZ010,16,33,128,390,40,74,23,32,836,23,111,3212,97,744,95,132,100,135,21,103,349,172,437,929
2020-12-24,CZ020,0,0,42,121,17,22,2,3,260,21,38,2085,141,432,34,34,55,56,31,55,123,119,250,510
2020-12-24,CZ031,3,3,47,69,15,20,11,44,250,41,73,1743,170,562,29,29,36,59,23,23,84,69,102,371
2020-12-24,CZ032,3,4,83,115,14,17,9,9,154,2,34,1298,0,726,54,55,70,75,21,35,67,124,327,348
2020-12-24,CZ041,0,1,9,35,4,6,4,6,78,2,9,598,34,59,14,16,13,13,2,8,31,10,20,141
2020-12-24,CZ042,1,2,56,164,17,20,9,19,256,19,34,1368,86,477,50,50,100,97,17,42,112,67,192,496
2020-12-24,CZ051,1,2,27,102,10,13,5,30,119,6,28,783,10,205,14,14,43,46,4,34,72,66,173,239
2020-12-24,CZ052,6,7,51,123,15,20,10,20,231,12,55,1344,10,220,36,48,58,58,7,31,92,71,246,379
2020-12-24,CZ053,0,0,31,76,13,14,2,2,129,12,31,472,44,167,10,10,39,41,17,31,56,80,168,269
2020-12-24,CZ063,0,0,47,83,11,11,14,29,154,13,41,1524,131,641,16,16,18,18,20,23,63,58,73,299
2020-12-24,CZ064,6,13,159,256,27,39,9,11,561,67,140,2209,252,1029,54,55,72,78,35,90,223,163,339,756
2020-12-24,CZ071,0,2,71,168,15,19,2,3,219,16,45,1348,73,522,33,34,33,36,12,41,105,45,169,413
2020-12-24,CZ072,2,2,52,94,10,14,0,2,156,12,37,689,70,231,29,30,50,57,23,44,72,37,186,277
2020-12-24,CZ080,9,12,190,301,25,30,30,39,415,34,100,2784,178,930,54,55,96,97,40,108,178,305,831,681
2020-12-25,CZ010,17,33,125,390,39,74,24,32,836,20,126,3212,102,750,92,132,100,135,21,103,349,166,437,929
2020-12-25,CZ020,0,0,49,121,18,22,2,3,260,23,45,2085,130,442,34,34,55,56,30,55,123,113,250,510
2020-12-25,CZ031,3,3,44,69,15,20,11,44,250,38,71,1743,175,562,29,29,36,59,23,23,84,69,102,371
2020-12-25,CZ032,3,4,82,115,14,17,8,9,154,1,33,1298,0,734,54,55,72,75,21,35,67,120,327,348
2020-12-25,CZ041,0,1,7,35,3,6,4,6,78,2,10,598,32,62,14,16,13,13,2,8,31,10,20,141
2020-12-25,CZ042,1,2,56,164,17,20,9,19,256,21,34,1368,101,492,50,50,100,97,14,42,112,74,192,496
2020-12-25,CZ051,1,2,32,102,11,13,5,30,119,7,31,783,13,208,14,14,43,46,10,34,72,66,173,239
2020-12-25,CZ052,6,7,52,123,15,20,10,20,231,10,52,1344,9,230,36,48,58,58,4,31,92,66,246,379
2020-12-25,CZ053,0,0,31,76,13,14,2,2,129,8,30,472,35,177,10,10,39,41,14,31,56,92,188,269
2020-12-25,CZ063,0,0,47,83,11,11,13,29,154,13,35,1524,115,661,16,16,18,18,20,23,63,48,73,299
2020-12-25,CZ064,5,13,156,256,29,39,9,11,561,65,142,2209,235,1036,54,55,72,78,35,90,223,166,339,756
2020-12-25,CZ071,0,2,83,168,15,19,2,3,219,25,47,1348,63,524,33,34,33,36,11,41,105,43,174,413
2020-12-25,CZ072,2,2,52,94,10,14,0,2,156,10,36,689,60,232,28,30,50,57,23,44,72,44,186,277
2020-12-25,CZ080,9,12,192,301,26,30,32,39,415,39,99,2784,170,928,54,55,96,97,43,108,178,299,831,681
2020-12-26,CZ010,15,33,125,390,34,74,24,32,836,20,123,3212,96,769,91,132,100,135,21,103,349,160,437,929
2020-12-26,CZ020,0,0,48,121,18,22,2,3,260,22,42,2085,121,423,34,34,55,56,30,55,123,107,250,510
2020-12-26,CZ031,3,3,44,69,15,20,11,44,250,38,69,1743,171,553,29,29,36,59,23,23,84,69,102,371
2020-12-26,CZ032,3,4,82,115,15,17,8,9,154,1,36,1298,0,717,54,55,72,75,20,35,67,104,327,348
2020-12-26,CZ041,0,1,7,35,3,6,4,6,78,2,9,598,36,64,16,16,13,13,2,8,31,10,20,141
2020-12-26,CZ042,1,2,59,164,16,20,8,19,256,22,31,1368,94,483,50,50,101,97,15,42,112,61,190,496
2020-12-26,CZ051,1,2,32,102,12,13,4,30,119,7,31,783,14,211,14,14,43,46,12,34,72,71,173,239
2020-12-26,CZ052,6,7,51,123,13,20,10,20,231,10,55,1344,25,209,36,48,58,58,5,31,92,58,246,379
2020-12-26,CZ053,0,0,31,76,14,14,2,2,129,10,28,472,30,179,10,10,39,41,15,31,56,83,188,269
2020-12-26,CZ063,0,0,50,83,10,11,13,29,154,14,41,1524,108,610,16,16,18,18,18,23,63,47,73,299
2020-12-26,CZ064,5,13,156,256,29,39,10,11,561,63,145,2209,228,1002,54,55,72,78,37,90,223,180,339,756
2020-12-26,CZ071,0,2,81,168,14,19,2,3,219,22,44,1348,67,518,33,34,33,36,11,41,105,37,174,413
2020-12-26,CZ072,2,2,53,94,10,14,0,2,156,4,33,689,52,208,28,30,50,57,20,44,72,35,186,277
2020-12-26,CZ080,9,12,185,301,26,30,32,39,415,32,106,2772,157,881,54,55,96,97,39,106,178,268,831,681
2020-12-27,CZ010,15,33,128,390,35,74,25,32,836,18,123,3212,76,752,94,132,100,135,20,103,349,154,437,929
2020-12-27,CZ020,0,0,43,121,17,22,2,3,260,17,46,2085,114,430,34,34,55,56,30,55,123,108,250,510
2020-12-27,CZ031,3,3,45,69,15,20,11,44,250,39,65,1743,162,543,29,29,36,59,23,23,84,69,102,371
2020-12-27,CZ032,4,4,79,115,14,17,8,9,154,1,37,1298,0,659,54,55,72,75,20,36,67,94,327,348
2020-12-27,CZ041,0,1,8,35,3,6,4,6,78,1,10,598,30,52,16,16,13,13,2,8,31,10,20,141
2020-12-27,CZ042,1,2,61,164,15,20,18,19,256,21,32,1368,91,478,50,50,100,97,12,43,112,51,194,496
2020-12-27,CZ051,1,2,33,102,12,13,4,30,119,7,31,783,14,209,14,14,43,46,12,34,72,71,173,239
2020-12-27,CZ052,6,7,46,123,12,20,10,20,231,7,45,1344,11,185,36,48,58,58,5,31,92,32,246,379
2020-12-27,CZ053,0,0,26,76,14,14,2,2,129,6,18,472,38,183,10,10,39,41,8,31,56,69,188,269
2020-12-27,CZ063,0,0,47,83,10,11,26,29,154,16,47,1524,106,559,16,16,18,18,16,23,63,42,73,299
2020-12-27,CZ064,5,13,156,256,28,39,10,11,560,64,146,2198,193,974,54,55,72,78,36,90,223,156,353,756
2020-12-27,CZ071,0,2,80,168,14,19,2,3,219,20,46,1348,66,512,33,34,33,36,11,41,105,37,174,413
2020-12-27,CZ072,2,2,51,94,10,14,0,2,156,5,30,689,45,192,28,30,50,57,22,44,72,27,186,277
2020-12-27,CZ080,8,12,189,301,27,30,32,39,415,38,94,2772,130,822,54,55,96,97,32,106,178,226,831,681
2020-12-28,CZ010,15,33,121,390,36,74,23,32,836,23,125,3212,68,640,89,132,100,135,18,103,349,150,437,929
2020-12-28,CZ020,0,0,40,121,17,22,3,3,260,16,37,2085,111,415,34,34,55,56,24,55,123,119,263,510
2020-12-28,CZ031,3,3,50,69,14,20,11,44,250,34,68,1743,136,522,29,29,36,59,23,23,84,69,102,371
2020-12-28,CZ032,4,4,70,115,14,17,8,9,154,2,39,1298,0,589,54,55,70,75,17,36,67,78,327,348
2020-12-28,CZ041,0,1,6,35,3,6,5,6,78,1,9,598,26,49,16,16,13,13,2,8,31,10,20,141
2020-12-28,CZ042,1,2,57,164,15,20,7,19,246,18,27,1368,80,474,50,50,98,97,10,42,112,48,194,496
2020-12-28,CZ051,1,2,28,102,12,13,4,30,119,6,28,783,11,214,14,14,43,46,7,34,72,51,173,239
2020-12-28,CZ052,6,7,47,123,13,20,10,20,231,8,46,1344,10,172,36,48,58,58,3,31,92,31,266,379
2020-12-28,CZ053,0,0,27,76,14,14,2,2,129,6,22,472,34,163,10,10,39,41,8,31,56,55,188,269
2020-12-28,CZ063,0,0,44,83,11,11,13,29,154,14,46,1524,97,481,16,16,18,18,17,23,63,38,73,299
2020-12-28,CZ064,6,13,157,255,28,39,10,11,569,64,159,2198,173,860,54,55,72,78,37,83,223,151,353,756
2020-12-28,CZ071,1,2,79,175,10,19,2,3,223,16,42,1344,43,456,33,34,33,36,16,48,105,27,194,413
2020-12-28,CZ072,2,2,50,94,14,14,1,2,156,5,28,689,39,166,29,30,50,57,23,44,72,16,186,277
2020-12-28,CZ080,7,12,181,301,27,30,32,39,425,40,88,2876,115,748,54,55,96,97,21,96,178,129,797,681
2020-12-29,CZ010,15,33,120,390,37,74,23,32,836,15,118,3212,48,647,96,132,99,135,18,103,349,135,437,929
2020-12-29,CZ020,0,0,41,121,17,22,3,3,260,19,35,2085,95,392,34,34,55,56,22,55,123,111,263,510
2020-12-29,CZ031,3,3,49,69,14,20,11,44,250,32,63,1743,136,545,29,29,36,59,23,23,84,71,102,371
2020-12-29,CZ032,3,4,68,115,13,17,8,9,154,2,30,1298,0,599,54,55,71,75,15,36,67,85,327,348
2020-12-29,CZ041,0,1,4,35,2,6,5,6,78,3,5,598,24,53,16,16,3,13,2,8,31,10,20,141
2020-12-29,CZ042,1,2,58,164,14,20,9,19,246,11,25,1368,69,448,50,50,99,97,11,44,112,38,194,496
2020-12-29,CZ051,1,2,28,103,12,14,4,5,119,5,33,794,3,220,14,14,43,46,8,34,72,41,163,239
2020-12-29,CZ052,6,7,45,123,11,20,10,20,231,8,56,1344,9,168,37,48,58,58,3,31,92,24,276,379
2020-12-29,CZ053,0,0,28,78,13,14,2,2,129,7,25,472,34,150,10,10,39,41,8,31,56,83,208,269
2020-12-29,CZ063,0,0,44,83,10,11,18,29,154,15,40,1524,83,455,16,16,18,18,13,23,63,33,73,299
2020-12-29,CZ064,7,13,155,255,27,39,9,11,569,65,145,2198,158,849,54,55,72,78,34,83,223,142,353,756
2020-12-29,CZ071,0,2,69,175,12,19,2,3,223,13,42,1332,39,428,33,34,33,36,10,48,105,28,194,413
2020-12-29,CZ072,2,2,44,94,13,14,1,2,156,8,23,689,25,149,29,30,50,57,18,44,72,12,186,277
2020-12-29,CZ080,6,12,168,301,24,30,31,39,425,33,85,2853,114,671,54,55,96,97,24,143,178,123,797,681
2020-12-30,CZ010,17,33,122,390,38,74,24,32,836,18,115,3212,49,635,95,132,99,135,17,103,349,149,444,929
2020-12-30,CZ020,0,0,42,121,17,22,2,3,260,24,30,2085,99,384,34,34,55,56,22,55,123,99,263,510
2020-12-30,CZ031,3,3,45,69,14,20,11,44,250,35,62,1743,129,544,29,29,36,59,23,23,84,71,102,371
2020-12-30,CZ032,2,4,68,115,11,17,8,9,154,3,31,1298,0,571,54,55,71,75,17,36,67,78,327,348
2020-12-30,CZ041,0,1,5,35,2,6,5,6,78,3,6,598,21,53,16,16,3,13,2,8,31,10,20,141
2020-12-30,CZ042,1,2,54,164,15,20,6,19,246,19,29,1368,61,457,50,50,99,101,12,43,112,39,195,496
2020-12-30,CZ051,1,2,33,103,11,14,4,5,119,8,33,794,1,228,14,14,43,46,10,34,72,24,163,239
2020-12-30,CZ052,6,7,44,123,13,20,10,20,231,9,40,1344,9,170,37,48,58,58,4,31,92,71,314,379
2020-12-30,CZ053,0,0,25,78,13,14,2,2,129,5,23,472,39,136,10,10,39,41,9,31,56,76,208,269
2020-12-30,CZ063,0,0,43,83,10,11,16,29,154,14,42,1524,84,482,16,16,18,18,13,23,63,29,73,299
2020-12-30,CZ064,9,13,158,255,31,40,9,11,571,64,152,2189,168,837,54,55,72,78,41,85,223,134,353,756
2020-12-30,CZ071,0,2,74,175,14,19,2,3,223,10,45,1332,40,433,33,34,33,36,10,48,105,29,214,413
2020-12-30,CZ072,2,2,40,94,12,14,1,2,156,9,24,689,27,155,29,30,50,57,13,44,72,20,186,277
2020-12-30,CZ080,7,12,162,301,26,30,33,39,425,39,74,2853,87,637,54,55,96,97,25,114,178,132,797,681
2020-12-31,CZ010,17,33,121,390,39,74,25,32,836,22,113,3212,59,678,92,132,99,135,20,103,349,154,444,929
2020-12-31,CZ020,0,0,41,121,16,22,3,3,260,23,35,2085,99,401,34,34,55,56,27,55,123,85,265,510
2020-12-31,CZ031,3,3,43,69,15,20,11,44,250,35,67,1743,122,559,29,29,36,59,23,23,84,71,102,371
2020-12-31,CZ032,2,4,72,115,11,17,8,9,154,1,28,1298,0,608,54,55,70,75,14,36,67,50,327,348
2020-12-31,CZ041,0,1,7,35,2,6,5,6,78,3,7,598,25,56,16,16,3,13,2,8,31,10,20,141
2020-12-31,CZ042,0,2,58,164,15,20,7,19,246,18,26,1358,61,456,50,50,99,101,10,44,112,44,198,496
2020-12-31,CZ051,1,2,26,103,10,14,4,5,119,4,30,783,1,221,14,14,43,46,12,38,72,50,209,239
2020-12-31,CZ052,6,7,40,123,13,20,10,20,231,8,44,1344,39,166,37,48,58,58,3,34,92,66,322,379
2020-12-31,CZ053,0,0,27,78,13,14,2,2,129,6,23,472,35,145,10,10,39,41,10,31,56,63,208,269
2020-12-31,CZ063,0,0,41,83,10,11,14,29,154,12,37,1524,79,515,16,16,18,18,12,23,63,42,73,299
2020-12-31,CZ064,9,13,154,257,27,40,9,11,571,65,147,2189,192,839,54,55,72,78,38,85,223,134,353,756
2020-12-31,CZ071,0,2,82,175,13,19,2,3,221,12,46,1343,56,497,33,34,33,36,15,48,105,32,214,413
2020-12-31,CZ072,2,2,37,94,12,14,1,2,156,6,22,656,34,146,30,30,50,57,11,44,72,56,219,277
2020-12-31,CZ080,5,12,158,301,26,30,33,39,417,22,74,2859,95,639,55,55,101,105,28,115,178,140,844,681
2021-01-01,CZ010,16,33,123,390,39,74,26,32,836,21,115,3212,56,716,92,132,99,135,17,103,349,145,444,929
2021-01-01,CZ020,0,0,42,121,15,22,3,3,260,24,32,2085,103,397,34,34,55,56,28,55,123,84,265,510
2021-01-01,CZ031,3,3,40,69,15,20,11,44,250,34,71,1743,126,563,29,29,36,59,23,23,84,71,102,371
2021-01-01,CZ032,2,4,69,115,12,17,8,9,154,1,35,1298,0,634,54,55,70,75,12,36,67,55,327,348
2021-01-01,CZ041,0,1,10,35,2,6,4,6,78,6,9,598,30,63,16,16,3,13,2,8,31,10,20,141
2021-01-01,CZ042,0,2,53,164,16,20,8,19,256,19,27,1358,48,456,50,50,101,101,13,43,112,41,202,496
2021-01-01,CZ051,2,2,25,103,10,14,4,5,119,4,30,783,3,194,14,14,43,46,9,38,72,48,209,239
2021-01-01,CZ052,6,7,33,123,12,20,10,20,231,2,44,1344,36,190,37,48,58,58,9,35,92,53,322,379
2021-01-01,CZ053,0,0,30,78,12,14,2,2,121,7,27,462,31,149,10,10,39,41,10,31,56,85,252,269
2021-01-01,CZ063,0,0,41,83,10,11,15,29,154,9,45,1524,80,567,16,16,18,18,13,23,63,39,73,299
2021-01-01,CZ064,9,13,147,256,27,40,9,11,569,63,146,2205,210,892,54,55,72,78,37,85,223,149,361,756
2021-01-01,CZ071,0,2,82,175,13,19,2,3,221,13,45,1343,57,483,33,34,33,36,12,48,105,38,214,413
2021-01-01,CZ072,2,2,38,96,11,14,0,2,156,6,23,656,37,149,30,30,50,57,18,44,72,54,219,277
2021-01-01,CZ080,4,12,168,301,26,30,33,39,417,21,72,2859,118,686,55,55,101,105,27,115,178,146,846,681
2021-01-02,CZ010,13,33,127,390,40,74,26,32,836,17,110,3212,58,705,91,132,99,135,15,103,349,133,444,929
2021-01-02,CZ020,0,0,39,121,13,22,3,3,260,19,37,2085,96,404,34,34,55,56,26,55,123,75,265,510
2021-01-02,CZ031,3,3,39,69,14,20,11,44,250,33,71,1743,121,562,29,29,36,59,23,23,84,71,102,371
2021-01-02,CZ032,2,4,69,115,12,17,7,9,154,2,35,1298,0,617,54,55,72,75,12,36,67,51,327,348
2021-01-02,CZ041,0,1,9,35,2,6,4,6,78,6,9,598,27,61,16,16,3,13,2,8,31,10,20,141
2021-01-02,CZ042,0,2,51,164,14,20,9,19,256,16,29,1358,55,451,50,50,101,101,13,43,112,37,202,496
2021-01-02,CZ051,2,2,25,103,10,14,4,5,119,8,30,793,9,187,14,14,43,46,9,38,72,47,219,239
2021-01-02,CZ052,6,7,37,123,12,20,10,20,231,8,47,1344,2,162,38,48,58,58,4,35,92,42,352,379
2021-01-02,CZ053,0,0,30,78,13,14,2,2,121,7,25,462,30,156,10,10,39,41,12,31,56,97,274,269
2021-01-02,CZ063,0,0,38,83,10,11,13,29,154,9,40,1524,69,536,16,16,18,18,10,23,63,29,73,299
2021-01-02,CZ064,9,13,140,254,27,40,9,11,569,57,151,2205,189,827,54,55,72,78,36,84,223,145,351,756
2021-01-02,CZ071,0,2,81,175,15,19,2,3,221,18,40,1343,47,482,33,34,33,36,14,48,105,33,214,413
2021-01-02,CZ072,2,2,40,96,11,14,0,2,156,7,24,656,28,133,30,30,50,57,12,44,72,52,219,277
2021-01-02,CZ080,4,12,162,301,23,30,33,39,417,16,74,2859,115,672,55,55,101,105,24,115,178,136,846,681
2021-01-03,CZ010,13,33,122,390,40,74,26,32,836,12,112,3212,57,660,83,132,99,135,11,103,349,111,444,929
2021-01-03,CZ020,0,0,35,121,14,22,3,3,260,16,36,2085,91,371,34,34,54,56,27,55,123,66,265,510
2021-01-03,CZ031,3,3,36,69,15,20,11,44,250,31,61,1743,131,522,29,29,36,59,23,23,84,71,102,371
2021-01-03,CZ032,2,4,66,115,13,17,7,9,154,2,32,1298,0,555,54,55,72,75,9,36,67,43,327,348
2021-01-03,CZ041,0,1,9,35,2,6,4,6,78,3,7,598,22,62,16,16,3,13,2,8,31,10,20,141
2021-01-03,CZ042,0,2,59,164,14,20,19,19,256,17,23,1358,55,450,50,50,101,101,12,41,112,28,202,496
2021-01-03,CZ051,2,2,27,103,10,14,4,5,119,5,28,793,4,195,14,14,43,46,7,38,72,43,219,239
2021-01-03,CZ052,6,7,33,123,10,20,10,20,231,9,44,1344,3,156,38,48,58,58,4,37,92,33,366,379
2021-01-03,CZ053,0,0,28,77,13,14,2,2,121,7,24,462,30,154,10,10,39,41,12,31,56,96,274,269
2021-01-03,CZ063,0,0,38,83,10,11,27,29,154,8,38,1508,62,514,16,16,18,18,9,23,63,26,89,299
2021-01-03,CZ064,9,13,130,254,30,40,9,11,569,53,143,2205,142,802,54,55,72,78,35,84,223,128,351,756
